State,Date,Year,Month,CPI_Rural,CPI_Urban,CPI_Combined,Inflation_Rural,Inflation_Urban,Inflation_Combined
Maharashtra,2021-08-01,2021,8,162.0,164.53,163.27,5.62,3.67,4.64
Maharashtra,2021-09-01,2021,9,159.91,166.27,163.09,3.93,4.41,4.17
Maharashtra,2021-10-01,2021,10,158.84,165.51,162.18,2.91,3.58,3.25
Maharashtra,2021-11-01,2021,11,161.25,170.21,165.73,4.14,6.17,5.16
Maharashtra,2021-12-01,2021,12,160.04,172.82,166.43,3.04,7.44,5.24
Maharashtra,2022-01-01,2022,1,160.94,166.66,163.8,3.3,3.27,3.28
Maharashtra,2022-02-01,2022,2,163.07,167.16,165.11,4.34,3.24,3.79
Maharashtra,2022-03-01,2022,3,168.42,176.43,172.42,7.43,8.6,8.02
Maharashtra,2022-04-01,2022,4,170.46,177.52,173.99,8.39,8.92,8.66
Maharashtra,2022-05-01,2022,5,169.64,179.7,174.67,7.54,9.9,8.72
Maharashtra,2022-06-01,2022,6,175.03,179.53,177.28,10.62,9.43,10.03
Maharashtra,2022-07-01,2022,7,173.47,179.44,176.45,9.3,9.03,9.16
Maharashtra,2022-08-01,2022,8,173.38,179.45,176.42,8.91,8.68,8.79
Maharashtra,2022-09-01,2022,9,172.09,181.09,176.59,7.77,9.32,8.54
Maharashtra,2022-10-01,2022,10,173.15,180.78,176.96,8.11,8.78,8.44
Maharashtra,2022-11-01,2022,11,172.76,186.02,179.39,7.53,11.57,9.55
Maharashtra,2022-12-01,2022,12,175.31,185.75,180.53,8.8,11.06,9.93
Maharashtra,2023-01-01,2023,1,175.8,182.15,178.98,8.77,8.56,8.67
Maharashtra,2023-02-01,2023,2,174.74,182.6,178.67,7.79,8.49,8.14
Maharashtra,2023-03-01,2023,3,175.97,183.17,179.57,8.23,8.48,8.35
Maharashtra,2023-04-01,2023,4,175.58,184.82,180.2,7.67,9.11,8.39
Maharashtra,2023-05-01,2023,5,176.63,183.18,179.91,7.99,7.81,7.9
Maharashtra,2023-06-01,2023,6,178.06,185.2,181.63,8.54,8.65,8.6
Maharashtra,2023-07-01,2023,7,173.26,177.1,175.18,5.31,3.58,4.44
Maharashtra,2023-08-01,2023,8,174.39,177.24,175.81,5.68,3.34,4.51
Maharashtra,2023-09-01,2023,9,171.95,178.83,175.39,3.9,3.94,3.92
Maharashtra,2023-10-01,2023,10,170.95,178.78,174.86,2.99,3.59,3.29
Maharashtra,2023-11-01,2023,11,172.82,182.95,177.89,3.82,5.68,4.75
Maharashtra,2023-12-01,2023,12,172.03,183.95,177.99,3.04,5.93,4.48
Maharashtra,2024-01-01,2024,1,187.34,194.06,190.7,11.89,11.41,11.65
Maharashtra,2024-02-01,2024,2,174.37,180.62,177.49,3.84,3.38,3.61
Maharashtra,2024-03-01,2024,3,174.53,180.56,177.55,3.64,3.03,3.33
Maharashtra,2024-04-01,2024,4,174.18,182.92,178.55,3.13,4.06,3.59
Maharashtra,2024-05-01,2024,5,175.86,181.62,178.74,3.82,3.0,3.41
Maharashtra,2024-06-01,2024,6,179.31,182.92,181.11,5.56,3.43,4.49
Maharashtra,2024-07-01,2024,7,179.98,184.81,182.4,5.66,4.18,4.92
Maharashtra,2024-08-01,2024,8,178.81,183.7,181.25,4.67,3.25,3.96
Maharashtra,2024-09-01,2024,9,178.08,185.78,181.93,3.95,4.1,4.03
Maharashtra,2024-10-01,2024,10,176.75,184.82,180.79,2.88,3.26,3.07
Maharashtra,2024-11-01,2024,11,178.32,190.74,184.53,3.5,6.25,4.88
Maharashtra,2024-12-01,2024,12,179.35,189.16,184.25,3.8,5.06,4.43
Maharashtra,2025-01-01,2025,1,180.87,187.39,184.13,4.39,3.77,4.08
Maharashtra,2025-02-01,2025,2,179.27,188.26,183.77,3.18,3.94,3.56
Maharashtra,2025-03-01,2025,3,180.24,187.04,183.64,3.45,2.96,3.21
Maharashtra,2025-04-01,2025,4,181.73,188.91,185.32,4.02,3.69,3.85
Maharashtra,2025-05-01,2025,5,181.51,189.18,185.35,3.6,3.54,3.57
Maharashtra,2025-06-01,2025,6,184.63,190.64,187.63,5.09,4.03,4.56
Maharashtra,2025-07-01,2025,7,184.32,190.49,187.41,4.63,3.65,4.14
Maharashtra,2025-08-01,2025,8,185.37,190.0,187.69,4.94,3.08,4.01
Maharashtra,2025-09-01,2025,9,182.65,191.45,187.05,3.11,3.57,3.34
Maharashtra,2025-10-01,2025,10,183.12,192.1,187.61,3.09,3.62,3.36
Maharashtra,2025-11-01,2025,11,183.69,195.8,189.75,3.13,5.31,4.22
Maharashtra,2025-12-01,2025,12,185.42,196.76,191.09,3.82,5.52,4.67
Maharashtra,2026-01-01,2026,1,185.81,192.26,189.04,3.76,2.82,3.29
Manipur,2020-01-01,2020,1,152.27,155.42,153.85,6.5,4.66,5.58
Manipur,2020-02-01,2020,2,152.66,157.06,154.86,3.41,3.56,3.49
Manipur,2020-03-01,2020,3,147.63,150.9,149.26,6.62,4.45,5.53
Manipur,2020-04-01,2020,4,146.51,151.95,149.23,6.36,5.02,5.69
Manipur,2020-05-01,2020,5,148.14,151.32,149.73,5.39,6.1,5.74
Manipur,2020-06-01,2020,6,150.48,151.65,151.07,4.92,3.38,4.15
Manipur,2020-07-01,2020,7,156.84,159.12,157.98,3.26,3.47,3.37
Manipur,2020-08-01,2020,8,154.61,158.35,156.48,6.3,3.54,4.92
Manipur,2020-09-01,2020,9,154.01,159.24,156.63,5.59,6.03,5.81
Manipur,2020-10-01,2020,10,154.6,159.98,157.29,6.15,6.59,6.37
Manipur,2020-11-01,2020,11,158.95,169.46,164.21,4.65,6.28,5.47
Manipur,2020-12-01,2020,12,159.14,169.14,164.14,3.54,3.2,3.37
Manipur,2021-01-01,2021,1,160.2,167.34,163.77,5.93,7.11,6.52
Manipur,2021-02-01,2021,2,155.73,162.12,158.93,2.7,3.48,3.09
Manipur,2021-03-01,2021,3,156.81,163.26,160.04,3.15,3.92,3.53
Manipur,2021-04-01,2021,4,159.12,162.63,160.88,4.39,3.23,3.81
Manipur,2021-05-01,2021,5,159.22,162.0,160.61,4.18,2.54,3.36
Manipur,2021-06-01,2021,6,160.74,163.39,162.07,4.9,3.13,4.02
Manipur,2021-07-01,2021,7,161.32,163.99,162.65,5.0,3.22,4.11
Manipur,2021-08-01,2021,8,162.02,164.58,163.3,5.18,3.3,4.24
Manipur,2021-09-01,2021,9,159.67,164.44,162.05,3.39,2.93,3.16
Manipur,2021-10-01,2021,10,160.42,166.01,163.22,3.61,3.63,3.62
Manipur,2021-11-01,2021,11,160.25,169.5,164.87,3.23,5.52,4.37
Manipur,2021-12-01,2021,12,159.4,169.83,164.62,2.42,5.43,3.93
Manipur,2022-01-01,2022,1,160.79,166.86,163.83,3.05,3.31,3.18
Manipur,2022-02-01,2022,2,160.21,167.6,163.91,2.41,3.48,2.95
Manipur,2022-03-01,2022,3,168.76,175.81,172.29,7.6,8.26,7.93
Manipur,2022-04-01,2022,4,170.47,175.63,173.05,8.42,7.85,8.13
Manipur,2022-05-01,2022,5,167.77,177.17,172.47,6.42,8.51,7.46
Manipur,2022-06-01,2022,6,172.73,178.0,175.37,9.3,8.72,9.01
Manipur,2022-07-01,2022,7,172.17,178.13,175.15,8.66,8.5,8.58
Manipur,2022-08-01,2022,8,172.23,177.48,174.85,8.42,7.82,8.12
Manipur,2022-09-01,2022,9,170.87,178.21,174.54,7.3,7.98,7.64
Manipur,2022-10-01,2022,10,170.88,179.85,175.36,7.03,8.68,7.86
Manipur,2022-11-01,2022,11,172.12,183.88,178.0,7.54,10.82,9.18
Manipur,2022-12-01,2022,12,172.51,184.26,178.38,7.51,10.75,9.13
Manipur,2023-01-01,2023,1,172.94,180.39,176.66,7.51,8.14,7.83
Manipur,2023-02-01,2023,2,172.92,181.57,177.24,7.24,8.56,7.9
Manipur,2023-03-01,2023,3,172.48,182.72,177.6,6.7,8.96,7.83
Manipur,2023-04-01,2023,4,174.7,181.81,178.26,7.8,8.13,7.97
Manipur,2023-05-01,2023,5,173.57,182.76,178.17,6.84,8.41,7.63
Manipur,2023-06-01,2023,6,177.63,183.38,180.5,9.07,8.5,8.78
Manipur,2023-07-01,2023,7,170.25,174.77,172.51,4.28,3.13,3.71
Manipur,2023-08-01,2023,8,170.61,174.17,172.39,4.25,2.51,3.38
Manipur,2023-09-01,2023,9,169.32,175.13,172.23,3.21,2.81,3.01
Manipur,2023-10-01,2023,10,168.67,176.05,172.36,2.56,3.09,2.82
Manipur,2023-11-01,2023,11,169.65,179.93,174.79,2.91,5.08,4.0
Manipur,2023-12-01,2023,12,170.04,179.93,174.98,2.89,4.81,3.85
Manipur,2024-01-01,2024,1,172.01,177.18,174.59,3.83,2.94,3.39
Manipur,2024-02-01,2024,2,169.14,177.37,173.26,1.85,2.79,2.32
Manipur,2024-03-01,2024,3,172.38,177.07,174.72,3.55,2.36,2.95
Manipur,2024-04-01,2024,4,170.55,178.59,174.57,2.21,2.97,2.59
Manipur,2024-05-01,2024,5,171.2,179.21,175.21,2.35,3.07,2.71
Manipur,2024-06-01,2024,6,175.2,179.09,177.14,4.49,2.74,3.62
Manipur,2024-07-01,2024,7,174.73,180.09,177.41,3.96,3.05,3.51
Manipur,2024-08-01,2024,8,175.88,180.75,178.31,4.4,3.17,3.78
Manipur,2024-09-01,2024,9,173.23,181.58,177.41,2.58,3.38,2.98
Manipur,2024-10-01,2024,10,174.66,181.15,177.9,3.18,2.88,3.03
Manipur,2024-11-01,2024,11,174.34,184.99,179.67,2.75,4.8,3.78
Manipur,2024-12-01,2024,12,174.61,186.36,180.48,2.67,5.31,3.99
Manipur,2025-01-01,2025,1,176.6,183.57,180.09,3.59,3.48,3.54
Manipur,2025-02-01,2025,2,175.21,182.73,178.97,2.53,2.75,2.64
Manipur,2025-03-01,2025,3,176.08,183.85,179.96,2.8,3.12,2.96
Manipur,2025-04-01,2025,4,177.24,184.1,180.67,3.24,3.01,3.12
Manipur,2025-05-01,2025,5,176.7,184.1,180.4,2.69,2.76,2.72
Manipur,2025-06-01,2025,6,180.06,184.61,182.33,4.39,2.78,3.59
Manipur,2025-07-01,2025,7,180.76,184.85,182.81,4.56,2.67,3.61
Manipur,2025-08-01,2025,8,180.47,185.65,183.06,4.15,2.86,3.5
Manipur,2025-09-01,2025,9,178.73,186.03,182.38,2.9,2.82,2.86
Manipur,2025-10-01,2025,10,179.51,186.17,182.84,3.12,2.65,2.88
Manipur,2025-11-01,2025,11,179.47,192.21,185.84,2.85,5.72,4.29
Manipur,2025-12-01,2025,12,179.76,190.83,185.3,2.79,4.71,3.75
Manipur,2026-01-01,2026,1,179.86,188.94,184.4,2.61,3.42,3.01
Meghalaya,2020-01-01,2020,1,159.5,160.64,160.07,5.28,3.8,4.54
Meghalaya,2020-02-01,2020,2,158.05,163.51,160.78,3.63,4.63,4.13
Meghalaya,2020-03-01,2020,3,158.1,158.03,158.06,6.68,4.3,5.49
Meghalaya,2020-04-01,2020,4,153.97,157.14,155.56,5.61,5.53,5.57
Meghalaya,2020-05-01,2020,5,155.49,156.94,156.21,4.13,5.64,4.89
Meghalaya,2020-06-01,2020,6,158.3,158.98,158.64,3.16,5.51,4.34
Meghalaya,2020-07-01,2020,7,162.81,165.83,164.32,5.68,4.92,5.3
Meghalaya,2020-08-01,2020,8,163.26,166.77,165.01,5.02,5.4,5.21
Meghalaya,2020-09-01,2020,9,163.38,166.92,165.15,4.44,6.3,5.37
Meghalaya,2020-10-01,2020,10,160.68,168.88,164.78,6.66,3.87,5.27
Meghalaya,2020-11-01,2020,11,164.61,176.29,170.45,3.11,6.34,4.72
Meghalaya,2020-12-01,2020,12,164.52,178.3,171.41,5.7,5.52,5.61
Meghalaya,2021-01-01,2021,1,166.22,173.14,169.68,4.88,5.91,5.4
Meghalaya,2021-02-01,2021,2,164.3,167.95,166.12,3.38,2.42,2.9
Meghalaya,2021-03-01,2021,3,166.67,169.12,167.89,4.57,2.82,3.7
Meghalaya,2021-04-01,2021,4,165.77,171.24,168.51,3.71,3.8,3.76
Meghalaya,2021-05-01,2021,5,163.82,171.59,167.71,2.21,3.7,2.95
Meghalaya,2021-06-01,2021,6,169.86,171.58,170.72,5.68,3.38,4.53
Meghalaya,2021-07-01,2021,7,166.04,172.22,169.13,3.01,3.46,3.23
Meghalaya,2021-08-01,2021,8,166.91,170.87,168.89,3.26,2.34,2.8
Meghalaya,2021-09-01,2021,9,170.51,173.93,172.22,5.19,3.86,4.53
Meghalaya,2021-10-01,2021,10,167.38,175.01,171.19,2.97,4.2,3.59
Meghalaya,2021-11-01,2021,11,168.49,179.08,173.78,3.37,6.31,4.84
Meghalaya,2021-12-01,2021,12,168.31,178.95,173.63,2.97,5.92,4.45
Meghalaya,2022-01-01,2022,1,171.84,175.02,173.43,4.84,3.29,4.06
Meghalaya,2022-02-01,2022,2,170.82,174.84,172.83,3.94,2.88,3.41
Meghalaya,2022-03-01,2022,3,176.23,185.95,181.09,6.93,9.1,8.02
Meghalaya,2022-04-01,2022,4,179.51,186.98,183.25,8.63,9.39,9.01
Meghalaya,2022-05-01,2022,5,176.63,187.92,182.28,6.59,9.62,8.1
Meghalaya,2022-06-01,2022,6,181.48,185.99,183.74,9.22,8.18,8.7
Meghalaya,2022-07-01,2022,7,180.76,187.18,183.97,8.49,8.56,8.52
Meghalaya,2022-08-01,2022,8,181.99,188.13,185.06,8.93,8.79,8.86
Meghalaya,2022-09-01,2022,9,177.61,187.67,182.64,6.02,8.22,7.12
Meghalaya,2022-10-01,2022,10,178.05,187.7,182.88,6.0,7.93,6.97
Meghalaya,2022-11-01,2022,11,183.19,191.59,187.39,8.77,9.85,9.31
Meghalaya,2022-12-01,2022,12,176.75,193.45,185.1,4.66,10.6,7.63
Meghalaya,2023-01-01,2023,1,181.51,189.18,185.34,7.2,7.85,7.52
Meghalaya,2023-02-01,2023,2,182.31,189.61,185.96,7.38,7.79,7.59
Meghalaya,2023-03-01,2023,3,182.91,192.63,187.77,7.45,9.2,8.32
Meghalaya,2023-04-01,2023,4,182.35,191.73,187.04,6.84,8.38,7.61
Meghalaya,2023-05-01,2023,5,183.22,193.61,188.42,7.06,9.14,8.1
Meghalaya,2023-06-01,2023,6,187.54,192.42,189.98,9.3,8.16,8.73
Meghalaya,2023-07-01,2023,7,180.64,185.38,183.01,5.0,3.92,4.46
Meghalaya,2023-08-01,2023,8,181.46,182.89,182.17,5.2,2.24,3.72
Meghalaya,2023-09-01,2023,9,177.21,185.73,181.47,2.47,3.53,3.0
Meghalaya,2023-10-01,2023,10,177.52,187.86,182.69,2.38,4.44,3.41
Meghalaya,2023-11-01,2023,11,178.34,190.66,184.5,2.59,5.7,4.14
Meghalaya,2023-12-01,2023,12,179.21,191.23,185.22,2.82,5.73,4.27
Meghalaya,2024-01-01,2024,1,180.01,185.92,182.96,3.01,2.5,2.76
Meghalaya,2024-02-01,2024,2,177.43,186.2,181.82,1.27,2.38,1.83
Meghalaya,2024-03-01,2024,3,182.6,188.98,185.79,3.95,3.63,3.79
Meghalaya,2024-04-01,2024,4,182.75,187.26,185.01,3.77,2.4,3.09
Meghalaya,2024-05-01,2024,5,182.71,188.85,185.78,3.49,2.99,3.24
Meghalaya,2024-06-01,2024,6,185.1,190.75,187.92,4.57,3.75,4.16
Meghalaya,2024-07-01,2024,7,181.52,189.89,185.71,2.29,3.0,2.65
Meghalaya,2024-08-01,2024,8,188.55,189.78,189.17,5.98,2.67,4.32
Meghalaya,2024-09-01,2024,9,183.43,189.36,186.39,2.84,2.16,2.5
Meghalaya,2024-10-01,2024,10,183.77,195.17,189.47,2.77,5.01,3.89
Meghalaya,2024-11-01,2024,11,184.87,197.4,191.13,3.12,5.93,4.53
Meghalaya,2024-12-01,2024,12,184.54,197.37,190.95,2.68,5.63,4.16
Meghalaya,2025-01-01,2025,1,187.09,192.98,190.03,3.84,3.01,3.43
Meghalaya,2025-02-01,2025,2,187.88,194.84,191.36,4.02,3.73,3.87
Meghalaya,2025-03-01,2025,3,187.92,196.1,192.01,3.78,4.12,3.95
Meghalaya,2025-04-01,2025,4,185.32,193.86,189.59,2.09,2.66,2.38
Meghalaya,2025-05-01,2025,5,189.62,194.52,192.07,4.2,2.74,3.47
Meghalaya,2025-06-01,2025,6,189.32,193.95,191.63,3.78,2.17,2.97
Meghalaya,2025-07-01,2025,7,191.37,196.78,194.08,4.64,3.39,4.02
Meghalaya,2025-08-01,2025,8,191.82,198.29,195.06,4.63,3.92,4.27
Meghalaya,2025-09-01,2025,9,188.07,197.34,192.7,2.33,3.15,2.74
Meghalaya,2025-10-01,2025,10,190.28,197.61,193.94,3.28,3.02,3.15
Meghalaya,2025-11-01,2025,11,192.66,202.8,197.73,4.32,5.45,4.88
Meghalaya,2025-12-01,2025,12,190.51,202.26,196.38,2.9,4.9,3.9
Meghalaya,2026-01-01,2026,1,193.1,202.12,197.61,4.05,4.56,4.3
Mizoram,2020-01-01,2020,1,153.54,161.92,157.73,4.46,5.99,5.23
Mizoram,2020-02-01,2020,2,159.31,161.53,160.42,5.71,3.74,4.72
Mizoram,2020-03-01,2020,3,151.35,152.68,152.02,3.68,3.74,3.71
Mizoram,2020-04-01,2020,4,151.36,155.66,153.51,5.54,5.06,5.3
Mizoram,2020-05-01,2020,5,156.78,155.17,155.97,5.18,5.09,5.13
Mizoram,2020-06-01,2020,6,155.01,156.78,155.89,4.88,5.37,5.13
Mizoram,2020-07-01,2020,7,161.93,166.44,164.18,6.11,6.15,6.13
Mizoram,2020-08-01,2020,8,161.92,165.48,163.7,3.71,5.66,4.68
Mizoram,2020-09-01,2020,9,159.29,163.34,161.31,3.69,5.7,4.69
Mizoram,2020-10-01,2020,10,159.42,165.56,162.49,6.67,6.58,6.63
Mizoram,2020-11-01,2020,11,164.37,177.6,170.98,5.79,4.96,5.38
Mizoram,2020-12-01,2020,12,164.94,174.32,169.63,3.6,4.56,4.08
Mizoram,2021-01-01,2021,1,164.43,169.68,167.05,5.61,5.59,5.6
Mizoram,2021-02-01,2021,2,164.02,170.55,167.29,5.01,5.78,5.4
Mizoram,2021-03-01,2021,3,159.93,168.58,164.26,2.08,4.2,3.14
Mizoram,2021-04-01,2021,4,164.33,168.47,166.4,4.55,3.79,4.17
Mizoram,2021-05-01,2021,5,163.41,168.82,166.11,3.65,3.66,3.65
Mizoram,2021-06-01,2021,6,167.5,169.37,168.44,5.91,3.66,4.78
Mizoram,2021-07-01,2021,7,167.33,173.27,170.3,5.47,5.69,5.58
Mizoram,2021-08-01,2021,8,167.47,169.38,168.42,5.24,2.98,4.11
Mizoram,2021-09-01,2021,9,163.63,171.31,167.47,2.51,3.82,3.16
Mizoram,2021-10-01,2021,10,163.96,172.22,168.09,2.41,4.02,3.21
Mizoram,2021-11-01,2021,11,166.37,175.28,170.82,3.59,5.53,4.56
Mizoram,2021-12-01,2021,12,166.84,177.02,171.93,3.57,6.23,4.9
Mizoram,2022-01-01,2022,1,169.43,173.26,171.34,4.85,3.64,4.25
Mizoram,2022-02-01,2022,2,165.73,172.29,169.01,2.25,2.73,2.49
Mizoram,2022-03-01,2022,3,174.98,180.44,177.71,7.63,7.24,7.44
Mizoram,2022-04-01,2022,4,177.97,183.36,180.67,9.14,8.63,8.89
Mizoram,2022-05-01,2022,5,175.9,184.2,180.05,7.55,8.78,8.17
Mizoram,2022-06-01,2022,6,178.75,186.78,182.77,8.97,9.96,9.46
Mizoram,2022-07-01,2022,7,181.66,185.1,183.38,10.41,8.62,9.52
Mizoram,2022-08-01,2022,8,182.25,186.07,184.16,10.44,8.84,9.64
Mizoram,2022-09-01,2022,9,178.62,186.07,182.35,7.92,8.5,8.21
Mizoram,2022-10-01,2022,10,179.17,188.0,183.59,7.93,9.28,8.61
Mizoram,2022-11-01,2022,11,179.51,189.69,184.6,7.82,9.92,8.87
Mizoram,2022-12-01,2022,12,179.35,191.68,185.51,7.41,10.73,9.07
Mizoram,2023-01-01,2023,1,176.9,187.99,182.45,5.63,8.26,6.94
Mizoram,2023-02-01,2023,2,183.07,188.36,185.72,9.0,8.13,8.57
Mizoram,2023-03-01,2023,3,179.89,190.82,185.36,6.79,9.21,8.0
Mizoram,2023-04-01,2023,4,182.41,191.42,186.92,7.97,9.22,8.59
Mizoram,2023-05-01,2023,5,182.15,192.35,187.25,7.51,9.41,8.46
Mizoram,2023-06-01,2023,6,184.25,190.51,187.38,8.43,8.03,8.23
Mizoram,2023-07-01,2023,7,180.7,184.78,182.74,6.03,4.46,5.25
Mizoram,2023-08-01,2023,8,180.62,181.4,181.01,5.69,2.24,3.96
Mizoram,2023-09-01,2023,9,177.15,184.59,180.87,3.36,3.72,3.54
Mizoram,2023-10-01,2023,10,177.29,184.15,180.72,3.14,3.16,3.15
Mizoram,2023-11-01,2023,11,179.26,189.96,184.61,3.99,6.09,5.04
Mizoram,2023-12-01,2023,12,175.06,189.38,182.22,1.27,5.45,3.36
Mizoram,2024-01-01,2024,1,179.73,188.67,184.2,3.67,4.74,4.21
Mizoram,2024-02-01,2024,2,179.68,189.34,184.51,3.35,4.8,4.08
Mizoram,2024-03-01,2024,3,179.35,187.54,183.45,2.87,3.5,3.18
Mizoram,2024-04-01,2024,4,180.7,187.99,184.35,3.36,3.44,3.4
Mizoram,2024-05-01,2024,5,181.0,187.76,184.38,3.24,3.0,3.12
Mizoram,2024-06-01,2024,6,184.83,188.56,186.7,5.13,3.14,4.13
Mizoram,2024-07-01,2024,7,184.42,188.78,186.6,4.6,2.96,3.78
Mizoram,2024-08-01,2024,8,186.38,188.72,187.55,5.42,2.62,4.02
Mizoram,2024-09-01,2024,9,185.03,189.18,187.1,4.37,2.57,3.47
Mizoram,2024-10-01,2024,10,182.16,190.14,186.15,2.47,2.79,2.63
Mizoram,2024-11-01,2024,11,182.76,196.27,189.52,2.52,5.79,4.16
Mizoram,2024-12-01,2024,12,181.12,198.07,189.6,1.32,6.46,3.89
Mizoram,2025-01-01,2025,1,184.59,192.29,188.44,2.98,3.05,3.01
Mizoram,2025-02-01,2025,2,184.48,192.57,188.53,2.64,2.9,2.77
Mizoram,2025-03-01,2025,3,186.08,193.4,189.74,3.25,3.05,3.15
Mizoram,2025-04-01,2025,4,183.14,194.55,188.84,1.34,3.36,2.35
Mizoram,2025-05-01,2025,5,187.61,196.94,192.28,3.53,4.33,3.93
Mizoram,2025-06-01,2025,6,188.53,198.15,193.34,3.76,4.67,4.22
Mizoram,2025-07-01,2025,7,191.52,196.46,193.99,5.12,3.49,4.31
Mizoram,2025-08-01,2025,8,190.06,196.23,193.14,4.04,3.07,3.56
Mizoram,2025-09-01,2025,9,190.02,196.68,193.35,3.74,3.02,3.38
Mizoram,2025-10-01,2025,10,186.48,198.95,192.71,1.53,3.91,2.72
Mizoram,2025-11-01,2025,11,188.53,202.93,195.73,2.38,5.69,4.04
Mizoram,2025-12-01,2025,12,191.58,203.88,197.73,3.76,5.89,4.82
Mizoram,2026-01-01,2026,1,190.78,199.32,195.05,3.05,3.23,3.14
Nagaland,2020-01-01,2020,1,148.76,159.35,154.06,3.1,4.52,3.81
Nagaland,2020-02-01,2020,2,152.26,158.05,155.16,4.13,5.78,4.96
Nagaland,2020-03-01,2020,3,148.32,152.83,150.57,4.63,4.98,4.8
Nagaland,2020-04-01,2020,4,146.58,152.07,149.33,5.75,6.26,6.01
Nagaland,2020-05-01,2020,5,150.17,152.47,151.32,5.65,4.93,5.29
Nagaland,2020-06-01,2020,6,149.31,153.07,151.19,6.53,4.94,5.74
Nagaland,2020-07-01,2020,7,157.83,160.4,159.12,5.83,3.42,4.62
Nagaland,2020-08-01,2020,8,157.23,157.25,157.24,4.13,3.13,3.63
Nagaland,2020-09-01,2020,9,154.04,160.11,157.07,3.49,4.67,4.08
Nagaland,2020-10-01,2020,10,155.33,160.03,157.68,3.71,3.17,3.44
Nagaland,2020-11-01,2020,11,157.72,170.65,164.18,4.6,5.0,4.8
Nagaland,2020-12-01,2020,12,159.03,168.88,163.96,3.27,5.3,4.28
Nagaland,2021-01-01,2021,1,160.06,167.95,164.01,5.37,7.04,6.21
Nagaland,2021-02-01,2021,2,158.25,162.8,160.53,3.89,3.46,3.68
Nagaland,2021-03-01,2021,3,157.31,164.3,160.8,2.99,4.1,3.55
Nagaland,2021-04-01,2021,4,157.94,164.7,161.32,3.12,4.06,3.59
Nagaland,2021-05-01,2021,5,158.39,165.86,162.12,3.13,4.48,3.81
Nagaland,2021-06-01,2021,6,162.11,165.14,163.63,5.27,3.73,4.5
Nagaland,2021-07-01,2021,7,160.83,166.97,163.9,4.15,4.57,4.36
Nagaland,2021-08-01,2021,8,162.63,165.93,164.28,5.04,3.62,4.33
Nagaland,2021-09-01,2021,9,158.38,166.42,162.4,2.01,3.63,2.82
Nagaland,2021-10-01,2021,10,159.28,167.23,163.25,2.32,3.84,3.08
Nagaland,2021-11-01,2021,11,160.25,171.07,165.66,2.67,5.92,4.29
Nagaland,2021-12-01,2021,12,161.92,172.55,167.24,3.46,6.53,4.99
Nagaland,2022-01-01,2022,1,160.47,168.37,164.42,2.26,3.66,2.96
Nagaland,2022-02-01,2022,2,164.13,169.4,166.76,4.31,3.99,4.15
Nagaland,2022-03-01,2022,3,169.32,177.16,173.24,7.32,8.45,7.89
Nagaland,2022-04-01,2022,4,171.55,177.52,174.54,8.45,8.36,8.41
Nagaland,2022-05-01,2022,5,172.74,178.88,175.81,8.91,8.89,8.9
Nagaland,2022-06-01,2022,6,172.73,179.02,175.88,8.62,8.67,8.64
Nagaland,2022-07-01,2022,7,174.39,177.84,176.12,9.37,7.65,8.51
Nagaland,2022-08-01,2022,8,175.56,179.45,177.51,9.82,8.32,9.07
Nagaland,2022-09-01,2022,9,173.59,180.27,176.93,8.3,8.52,8.41
Nagaland,2022-10-01,2022,10,173.35,180.15,176.75,7.87,8.14,8.01
Nagaland,2022-11-01,2022,11,174.16,184.13,179.14,8.09,10.23,9.16
Nagaland,2022-12-01,2022,12,172.94,184.55,178.75,7.06,10.17,8.62
Nagaland,2023-01-01,2023,1,175.15,183.63,179.39,8.14,9.33,8.73
Nagaland,2023-02-01,2023,2,172.62,181.91,177.27,6.31,8.0,7.16
Nagaland,2023-03-01,2023,3,173.53,181.44,177.49,6.59,7.43,7.01
Nagaland,2023-04-01,2023,4,175.04,182.84,178.94,7.25,7.97,7.61
Nagaland,2023-05-01,2023,5,174.65,183.55,179.1,6.73,8.09,7.41
Nagaland,2023-06-01,2023,6,179.35,186.19,182.77,9.32,9.35,9.33
Nagaland,2023-07-01,2023,7,173.89,176.45,175.17,5.72,3.35,4.54
Nagaland,2023-08-01,2023,8,172.14,176.54,174.34,4.39,3.12,3.76
Nagaland,2023-09-01,2023,9,168.56,177.25,172.9,1.96,3.26,2.61
Nagaland,2023-10-01,2023,10,172.31,176.77,174.54,3.97,2.71,3.34
Nagaland,2023-11-01,2023,11,171.34,182.27,176.81,3.12,5.62,4.37
Nagaland,2023-12-01,2023,12,171.37,182.52,176.94,2.88,5.48,4.18
Nagaland,2024-01-01,2024,1,173.88,179.87,176.87,4.13,3.67,3.9
Nagaland,2024-02-01,2024,2,173.03,178.59,175.81,3.35,2.66,3.01
Nagaland,2024-03-01,2024,3,171.15,181.88,176.51,1.98,4.28,3.13
Nagaland,2024-04-01,2024,4,173.93,178.8,176.37,3.38,2.24,2.81
Nagaland,2024-05-01,2024,5,174.47,182.5,178.49,3.44,4.08,3.76
Nagaland,2024-06-01,2024,6,175.46,180.73,178.09,3.77,2.8,3.28
Nagaland,2024-07-01,2024,7,175.53,181.84,178.68,3.55,3.16,3.36
Nagaland,2024-08-01,2024,8,177.69,183.21,180.45,4.57,3.66,4.12
Nagaland,2024-09-01,2024,9,177.11,181.54,179.33,3.97,2.46,3.21
